Geneid,<2C (LG1),G1,S,G2M,>4C (GG2M),desc,class
Tb927.1.750,9736.0,11153.5,10671.0,10718.0,11238.0,Metal-binding domain-containing protein,>4C (GG2M)
Tb927.1.760,11194.0,10793.0,11022.0,11206.5,10714.0,wd40 repeat domain-containing protein,G2M
Tb927.1.780,7469.0,7293.5,6022.5,4882.0,7770.5,leucine-rich repeat-containing protein,>4C (GG2M)
Tb927.1.790,3261.0,8680.5,8775.5,8709.5,9438.0,hypothetical transmembrane protein  conserved,>4C (GG2M)
Tb927.1.800,612.5,4373.5,2858.0,3295.5,5640.0,hypothetical transmembrane protein,>4C (GG2M)
Tb927.1.820,10093.0,10741.5,10773.5,10977.0,9696.5,kelch domain-containing protein,G2M
Tb927.1.830,9522.0,9793.0,9838.5,9275.0,9156.5,hypothetical protein  conserved,S
Tb927.1.840,3726.5,2516.5,2949.5,2311.0,4158.0,transmembrane protein  putative,>4C (GG2M)
Tb927.1.860,8745.0,7676.5,7098.0,8334.0,6096.5,transmembrane protein  putative,<2C (LG1)
Tb927.1.870,9256.0,7578.5,7466.5,7179.5,8198.0,deoxyhypusine synthase,<2C (LG1)
Tb927.1.880,11432.0,11545.0,11576.0,11473.5,11418.0,Midasin  putative,S
Tb927.1.890,612.5,130.0,161.0,82.5,86.0,hypothetical protein  conserved,<2C (LG1)
Tb927.1.990,4801.0,1961.5,2196.0,3045.0,2110.0,Enkuring domain-containig protein,<2C (LG1)
Tb927.1.1000,1460.0,3441.5,2182.5,2686.0,2125.5,developmentally regulated phosphoprotein,G1
Tb927.1.1010,7819.0,9557.0,9497.0,9426.0,8508.5,E3 ubiquitin-protein ligase KCMF1  putative,G1
Tb927.1.1020,8436.0,7036.0,5962.0,5850.0,8396.5,leucine-rich repeat-containing protein,<2C (LG1)
Tb927.1.1025,6890.5,1619.0,1008.5,1861.0,1636.0,conserved protein  unknown function,<2C (LG1)
Tb927.1.1030,4728.0,7549.0,7158.0,6873.5,4212.0,Nucleolar protein 49,G1
Tb927.1.1050,10051.5,9591.0,9565.5,9554.0,7120.0,Metallo-dependent phosphatase-like domain-containing protein,<2C (LG1)
Tb927.1.1060,10163.0,9927.5,9826.0,9678.0,10356.5,Cell cycle checkpoint protein RAD1-like  putative,>4C (GG2M)
Tb927.1.1080,1988.0,4287.0,3542.0,4070.5,2413.0,TFIIH basal transcription factor subunit  putative,G1
Tb927.1.1090,612.5,543.0,373.5,647.5,697.5,hypothetical protein  conserved,>4C (GG2M)
Tb927.1.1100,3630.5,3900.0,5298.0,6157.0,9966.0,Basal body protein,>4C (GG2M)
Tb927.1.1120,8361.0,4574.0,4316.5,2999.5,3375.0,ribosomal RNA-processing protein 8  putative,<2C (LG1)
Tb927.1.1130,4989.5,1220.5,1989.5,989.0,1878.0,glycerol-3-phosphate dehydrogenase (FAD-dependent)  putative,<2C (LG1)
Tb927.1.1140,612.5,700.5,547.0,444.5,836.0,Transmembrane protein 231  putative,>4C (GG2M)
Tb927.1.1150,7727.5,5725.5,7033.5,6138.0,8254.5,zeta tubulin,>4C (GG2M)
Tb927.1.1160,7387.5,6690.5,7115.5,7153.5,7008.5,kinetoplast ribosomal PPR-repeat containing protein 3,<2C (LG1)
Tb927.1.1170,6365.5,4567.5,5229.5,5069.5,5664.0,DNA-directed RNA polymerase 2  RPB12 subunit,<2C (LG1)
Tb927.1.1175,5718.0,6782.5,6636.5,7119.0,7230.5,hypothetical protein,>4C (GG2M)
Tb927.1.1200,7250.0,3967.5,5222.0,3866.5,4975.5,Mitochondrial ribosomal protein S15,<2C (LG1)
Tb927.1.1210,1783.5,904.0,1008.5,664.0,3033.0,conserved protein  unknown function,>4C (GG2M)
Tb927.1.1220,6599.0,5267.0,5469.5,5463.0,4560.5,RWD domain-containing protein,<2C (LG1)
Tb927.1.1230,9731.0,9036.5,7638.5,8144.5,8536.0,chaperone protein DnaJ  putative,<2C (LG1)
Tb927.1.1240,6955.5,7208.0,7552.5,6676.5,9246.5,cytidine triphosphate synthase  putative,>4C (GG2M)
Tb927.1.1270,3478.0,3138.5,2577.0,2735.0,2483.5,homocysteine S-methyltransferase  putative,<2C (LG1)
Tb927.1.1300,6718.5,4823.5,4046.5,3295.5,4737.0,hypothetical transmembrane protein  conserved,<2C (LG1)
Tb927.1.1310,1460.0,1506.5,1612.0,1187.5,874.5,transmembrane protein  conserved,S
Tb927.1.1330,612.5,1982.5,1977.0,1352.5,505.0,Mitochondrial Editosome-like Complex TUTase,G1
Tb927.1.1340,7770.5,7237.5,6923.0,5648.5,5509.0,Quinonprotein alcohol dehydrogenase-like protein  putative,<2C (LG1)
Tb927.1.1350,8667.0,9570.0,9705.5,8682.5,10140.0,kinesin heavy chain  putative,>4C (GG2M)
Tb927.1.1370,9082.5,7065.5,7474.5,6591.5,6588.5,rRNA biogenesis protein  putative,<2C (LG1)
Tb927.1.1380,7470.0,5625.5,5007.0,5285.0,5174.5,serine/threonine protein phosphatase 2A regulatory subunit  putative,<2C (LG1)
Tb927.1.1390,4346.0,4859.5,4559.5,4808.0,3733.0,hypothetical protein  conserved,G1
Tb927.1.1400,9106.0,5494.5,3912.5,4754.5,5102.5,Overproducer of inositol protein 10 homolog  putative,<2C (LG1)
Tb1.NT.24,1460.0,2795.0,3167.0,1792.5,86.0,Noncoding RNA  putative,S
Tb927.1.1420,4563.0,10065.5,8606.0,6657.5,9882.0,conserved protein  unknown function,G1
Tb927.1.1470,3443.0,4268.0,4388.0,5014.5,3144.5,conserved protein  unknown function,G2M
Tb927.1.1500,9195.5,8569.0,8222.0,8896.5,9347.0,conserved protein  unknown function,>4C (GG2M)
Tb1.NT.25,612.5,335.0,293.0,366.5,559.5,Noncoding RNA  putative,<2C (LG1)
Tb927.1.1530,7173.0,10628.5,10498.5,10370.0,10551.5,STE group serine/threonine-protein kinase  putative,G1
Tb927.1.1540,11356.0,9472.0,9630.5,9834.0,8998.0,Tubulin/FtsZ family  putative,<2C (LG1)
Tb927.1.1550,2956.5,8031.0,9012.5,8970.0,8905.0,tubulin-tyrosine ligase  putative,S
Tb927.1.1560,2137.5,7561.5,7246.0,7502.0,8872.5,vesicular-fusion protein nsf  putative,>4C (GG2M)
Tb927.1.1580,4327.5,6591.5,7278.0,7845.5,7525.0,electron transport protein SCO1/2  putative,G2M
Tb927.1.1600,7195.5,10472.0,10874.0,10725.0,10627.5,pseudouridine synthase TruD  putative,S
Tb927.1.1610,7507.5,2964.5,2750.5,2840.5,1636.0,hypothetical protein  conserved,<2C (LG1)
Tb927.1.1620,10126.5,10211.0,9730.0,9343.0,10145.0,ATP-dependent DEAD/H RNA helicase  putative,G1
Tb927.1.1630,7635.5,6727.5,6072.0,5981.0,6369.5,transcription elongation factor 1 homolog,<2C (LG1)
Tb927.1.1640,6185.5,2630.0,3441.0,2919.0,2898.5,hypothetical protein  conserved,<2C (LG1)
Tb927.1.1650,4176.0,2011.0,1860.0,1479.0,1374.5,hypothetical protein  conserved,<2C (LG1)
Tb927.1.1660,6264.0,3150.0,1324.0,2237.0,2442.5,ESCO acetyltransferase domain-containing protein,<2C (LG1)
Tb927.1.1670,8820.5,10570.0,10158.5,10469.0,10285.5,ARM-like helical domain-containing protein,G1
Tb927.1.1680,4555.0,4305.0,1956.0,2506.5,1878.0,Transcription elongation factor 1 domain-containing protein,<2C (LG1)
Tb927.1.1690,8614.5,11057.0,10783.0,10897.0,10578.5,RNA-editing nuclease 1,G1
Tb927.1.1700,7830.0,7285.5,6603.0,5862.5,5509.0,AATF protein  putative,<2C (LG1)
Tb927.1.1710,11252.5,11240.0,11196.5,11148.5,11363.0,transmembrane protein  conserved,>4C (GG2M)
Tb927.1.1720,11485.0,11015.0,11196.5,11085.0,8519.0,cyclophilin 15  putative,<2C (LG1)
Tb927.1.1730,9876.0,11164.0,11101.0,11287.0,10759.0,Polyadenylation mediator complex protein PAMC1  putative,G2M
Tb927.1.1740,11336.0,11687.0,11681.0,11672.0,11636.0,Microtubule-associated protein futsch  putative,G1
Tb927.1.1750,1460.0,3138.5,2750.5,3282.0,4883.5,conserved protein  unknown function,>4C (GG2M)
Tb927.1.1760,3937.0,2638.5,2510.5,3029.0,4928.5,hypothetical transmembrane protein,>4C (GG2M)
Tb927.1.1770,1783.5,799.5,1067.0,907.5,978.0,Dithiol glutaredoxin 2,<2C (LG1)
Tb927.1.1790,3166.5,3467.5,3779.5,4221.0,4145.0,hypothetical PIN domain-containing protein  conserved,G2M
Tb927.1.1820,612.5,2358.5,2023.5,1950.5,1717.0,hypothetical PIN domain-containing protein,G1
Tb927.1.1840,5817.0,8748.0,8392.0,8454.0,7219.5,conserved protein  unknown function,G1
Tb927.1.1850,3063.5,7893.5,8125.5,8239.5,7545.5,hypothetical protein  conserved,G2M
Tb927.1.1860,612.5,307.0,427.0,334.5,915.0,Uncharacterized protein,>4C (GG2M)
Tb927.1.1880,6847.0,6792.5,7334.0,6955.0,7610.5,WD40 repeat-containing protein,>4C (GG2M)
Tb927.1.1890,11381.0,9188.0,8558.0,8896.5,9757.5,Replication Factor C Subunit 1-related protein,<2C (LG1)
Tb927.1.1910,7991.5,10347.0,10163.0,10389.5,11181.0,MORN repeat-containing protein,>4C (GG2M)
Tb927.1.1920,9743.5,8869.0,8857.5,9457.0,8530.0,conserved protein  unknown function,<2C (LG1)
Tb927.1.1930,11495.0,11587.0,11550.0,11520.0,11443.5,phosphatidylinositol 3-kinase  putative,G1
Tb927.1.1960,7892.5,7578.5,8459.5,7839.5,6164.0,chaperone protein DnaJ  putative,S
Tb927.1.1980,7110.5,6048.0,5120.0,5728.5,6664.5,protein transport protein YIF1  putative,<2C (LG1)
Tb927.1.1990,7236.5,6179.5,5429.5,5695.0,4244.5,Pre-mRNA-splicing factor 38  putative,<2C (LG1)
Tb927.1.2000,7426.0,3596.0,2919.0,3205.5,3283.5,hypothetical protein,<2C (LG1)
Tb927.1.2040,7596.5,8555.5,7668.0,7605.5,6088.5,expression site-associated gene 2 (ESAG2) protein  putative,G1
Tb927.1.2060,612.5,1384.0,1489.0,1382.0,1179.0,expression site-associated gene 11 (ESAG11)  fragment,S
Tb927.1.2070,2221.0,5854.0,7301.0,6573.5,6206.0,expression site-associated gene 11 (ESAG11)  fragment,S
Tb927.1.2100,9983.5,11437.0,11443.0,11419.0,11112.0,Calpain-like protein 1.1,S
Tb927.1.2110,11044.0,10974.0,11156.0,11278.0,11347.0,Calpain-like protein 1.2,>4C (GG2M)
Tb927.1.2120,8645.0,10483.0,10512.5,10730.5,9950.5,Calpain-like protein CALP1.3,G2M
Tb927.1.2150,10083.5,7137.0,6200.0,7479.0,8020.0,Small kinetoplastid calpain-related protein 1-4,<2C (LG1)
Tb927.1.2160,1988.0,1838.0,1771.5,2025.0,1141.0,Small kinetoplastid calpain-related protein 1-5,G2M
Tb927.1.2190,10519.0,11219.0,10813.0,10842.5,10433.0,Raptor N-terminal CASPase like domain containing protein  putative,G1
Tb927.1.2200,5457.5,3164.5,2134.0,2058.5,3669.0,zinc finger protein family member  putative,<2C (LG1)
Tb927.1.2210,2221.0,6413.0,5728.0,5120.0,7236.5,nucleosome assembly protein (NAP)  putative,>4C (GG2M)
Tb927.1.2230,7143.0,2498.0,2360.0,3856.5,2463.0,small myristoylated protein 1-1,<2C (LG1)
Tb927.1.2260,2658.5,2664.0,1938.0,2211.5,3169.5,small myristoylated protein 1-2,>4C (GG2M)
Tb927.1.2310,3120.5,967.5,471.5,808.0,486.0,hypothetical protein,<2C (LG1)
Tb927.1.2320,2295.5,5717.0,4887.0,4612.5,7015.5,hypothetical protein  conserved,>4C (GG2M)
Tb1.NT.27,612.5,678.5,562.5,941.0,1062.5,Noncoding RNA  putative,>4C (GG2M)
Tb927.1.2330,3589.5,1240.5,1388.5,1726.5,4110.0,beta tubulin,>4C (GG2M)
Tb927.1.2340,2637.5,626.0,658.5,862.0,4975.5,alpha tubulin,>4C (GG2M)
Tb927.1.2350,3502.5,1332.5,1465.0,1626.0,4760.0,beta tubulin,>4C (GG2M)
Tb927.1.2360,2460.0,612.5,717.5,989.0,4693.0,alpha tubulin,>4C (GG2M)
Tb927.1.2370,3478.0,1362.5,1665.0,1763.5,4831.5,beta tubulin,>4C (GG2M)
Tb927.1.2380,2406.5,413.0,731.0,875.0,4508.5,alpha tubulin,>4C (GG2M)
Tb927.1.2390,3534.0,1018.0,1347.5,1713.0,5953.5,beta tubulin,>4C (GG2M)
Tb927.1.2400,2598.0,652.5,578.5,907.5,4680.5,alpha tubulin,>4C (GG2M)
Tb927.1.2410,612.5,978.5,1041.5,957.5,4051.0,beta tubulin  pseudogene,>4C (GG2M)
Tb927.1.2420,10248.0,8352.5,8726.0,8773.0,8273.0,hypothetical protein,<2C (LG1)
Tb927.1.2430,8353.5,9136.0,9832.5,9261.5,10371.0,histone H3  putative,>4C (GG2M)
Tb927.1.2450,7940.0,9023.0,9211.5,8798.5,9852.0,histone H3  putative,>4C (GG2M)
Tb927.1.2470,8839.0,8677.0,9646.5,8909.5,10075.5,histone H3  putative,>4C (GG2M)
Tb927.1.2490,9816.5,10565.0,10932.0,10572.5,11111.0,histone H3  putative,>4C (GG2M)
Tb927.1.2510,9548.0,9956.5,10318.0,9900.5,10702.0,histone H3  putative,>4C (GG2M)
Tb927.1.2530,8124.5,9016.5,9528.0,8955.0,10119.0,histone H3  putative,>4C (GG2M)
Tb927.1.2550,8408.0,7830.5,8340.0,7571.0,9107.0,histone H3  putative,>4C (GG2M)
Tb927.1.2570,612.5,5261.5,4038.0,3737.0,1392.5,coatomer beta subunit,G1
Tb927.1.2580,9011.0,5992.0,5771.0,5808.5,5487.5,exosome-associated protein 1,<2C (LG1)
Tb927.1.2600,8196.5,2335.0,3420.5,3699.0,4005.5,pumilio/PUF RNA binding protein 9,<2C (LG1)
Tb927.1.2640,4248.0,4603.5,3703.5,4862.5,4915.5,hypothetical protein  conserved,>4C (GG2M)
Tb927.1.2670,2995.0,678.5,547.0,464.0,2525.0,paralyzed flagella 16,<2C (LG1)
Tb927.1.2700,9463.5,4242.0,4224.5,4394.5,5342.0,hypothetical protein  conserved,<2C (LG1)
Tb927.1.2710,10809.5,9072.0,9202.0,9671.0,9068.5,hypothetical protein  conserved,<2C (LG1)
Tb927.1.2730,8918.0,8796.0,7823.5,8235.0,4975.5,conserved protein  unknown function,<2C (LG1)
Tb927.1.2740,7660.5,8216.0,4732.5,7087.0,4957.5,lipase-like protein  putative,G1
Tb927.1.2750,2767.0,1670.0,1710.5,2150.0,4748.5,hypothetical protein  conserved,>4C (GG2M)
Tb927.1.2760,2870.5,944.0,1324.0,862.0,1565.5,hypothetical protein,<2C (LG1)
Tb927.1.2770,7063.0,6852.0,6185.0,6919.5,9798.5,hypothetical protein  conserved,>4C (GG2M)
Tb927.1.2780,11422.0,11259.0,11317.0,11326.5,11136.0,hypothetical protein,<2C (LG1)
Tb927.1.2820,10490.0,10363.0,10118.0,10099.0,9113.0,pteridine transporter  putative,<2C (LG1)
Tb927.1.2850,9974.0,10614.0,10490.5,10393.0,10191.0,pteridine transporter  putative,G1
Tb927.1.2880,9123.0,9016.5,8600.5,8848.5,7478.0,pteridine transporter  putative,<2C (LG1)
Tb927.1.2970,1460.0,1171.5,1254.0,907.5,559.5,hypothetical protein  conserved,<2C (LG1)
Tb927.1.2980,7433.0,10324.0,10234.5,10061.0,7968.5,hypothetical protein  conserved,G1
Tb927.1.2985,6624.0,2296.0,1585.5,2603.0,2483.5,ER protein Pkr1  putative,<2C (LG1)
Tb927.1.2990,9082.5,10545.0,10528.5,10663.0,7775.0,kinetoplast ribosomal PPR-repeat containing protein 2,G2M
Tb927.1.3000,3095.0,5946.5,3868.5,5024.0,7624.5,amidohydrolase  putative,>4C (GG2M)
Tb927.1.3010,7396.5,2887.5,2778.0,1936.0,4231.5,mRNA processing protein  putative,<2C (LG1)
Tb927.1.3030,9210.5,6347.0,5445.5,6738.5,4480.5,KREL2,<2C (LG1)
Tb927.1.3040,10116.0,9202.0,9268.0,9300.0,9461.0,hypothetical protein  conserved,<2C (LG1)
Tb927.1.3050,10171.5,9968.5,9816.5,10022.5,10405.0,tRNA (Uracil-5-)-methyltransferase  putative,>4C (GG2M)
Tb927.1.3070,3295.0,5236.0,5938.0,4731.0,4468.5,hypothetical protein  conserved,S
Tb927.1.3110,5111.0,8302.5,8436.5,7910.0,6016.5,soluble N-ethylmaleimide sensitive factor (NSF) attachment protein  putative,S
Tb927.1.3120,10967.0,10125.5,10127.0,10087.0,9911.0,Peptidase C50 separase  putative,<2C (LG1)
Tb927.1.3130,8769.0,9433.5,9702.5,9317.0,10619.0,AGC/RSK family serine/threonine kinase  putative,>4C (GG2M)
Tb927.1.3150,8147.5,9113.0,8646.5,9412.5,9386.5,hypothetical protein  conserved,G2M
Tb927.1.3170,8491.0,9875.0,9642.0,9900.5,7806.0,CHORD  putative,G2M
Tb927.1.3180,612.5,96.0,40.0,136.5,213.0,40S ribosomal protein S11  putative,<2C (LG1)
Tb927.1.3200,3996.0,3693.0,3755.0,3557.0,3541.0,Suppressor of G2 allele of SKP1  putative,<2C (LG1)
Tb927.1.3220,7503.5,7783.5,8368.0,8406.5,9940.5,TBC1 domain family member 20/GTPase  putative,>4C (GG2M)
Tb927.1.3230,6844.0,9282.0,9388.5,8036.0,9131.0,cell division cycle protein  putative,S
Tb927.1.3250,6264.0,10425.0,10599.0,10133.0,11178.5,Domain of unknown function (DUF4456)  putative,>4C (GG2M)
Tb927.1.3260,11478.0,11142.0,11319.0,11181.0,10674.0,hypothetical protein  conserved,<2C (LG1)
Tb927.1.3270,10820.0,9413.0,8318.5,8688.0,8420.5,hypothetical protein  conserved,<2C (LG1)
Tb927.1.3280,2221.0,3050.5,3745.0,4267.0,3648.5,septum formation protein MAF homologue  putative,G2M
Tb927.1.3290,5718.0,8985.5,9598.0,9035.0,9827.0,hypothetical protein  conserved,>4C (GG2M)
Tb927.1.3300,2357.5,8755.5,9863.0,9383.5,8291.0,Myotubularin-related protein  putative,S
Tb927.1.3310,9265.0,5804.5,5144.0,6774.5,6432.5,hypothetical protein  conserved,<2C (LG1)
Tb927.1.3320,9516.5,9399.5,9346.0,9464.5,9289.0,leucine-rich repeat protein (LRRP)  putative,<2C (LG1)
Tb927.1.3350,2682.0,9944.0,10232.5,9837.0,10449.5,hypothetical protein,>4C (GG2M)
Tb927.1.3360,9068.5,9529.0,9306.5,8743.5,10499.0,hypothetical protein,>4C (GG2M)
Tb927.1.3390,1460.0,471.5,1731.5,941.0,853.0,Eukaryotic protein of unknown function (DUF866)  putative,S
Tb927.1.3400,3013.5,4879.0,5001.0,4598.0,4330.5,hypothetical protein  conserved,S
Tb927.1.3410,10058.5,8733.0,8867.5,9075.5,7356.5,hypothetical protein  conserved,<2C (LG1)
Tb927.1.3450,6888.0,9181.5,9211.5,9540.0,8883.5,hypothetical protein  conserved,G2M
Tb927.1.3550,11010.0,11414.0,11417.5,11482.0,11479.5,hypothetical protein,G2M
Tb927.1.3560,9482.5,8642.5,9563.5,9816.0,9325.0,Centrosomal protein of 164 kDa  putative,G2M
Tb927.1.3670,11534.0,11645.0,11623.0,11600.0,11470.0,expression site-associated gene 8 (ESAG8) protein  putative,G1
tmp.1.100,10757.5,11054.0,11048.0,11122.5,10871.5,rRNA cluster,G2M
tmp.1.10,612.5,40.5,40.0,33.5,86.0,18S ribosomal RNA,<2C (LG1)
tmp.1.30,612.5,40.5,40.0,33.5,86.0,5.8S ribosomal RNA,<2C (LG1)
tmp.1.40,612.5,40.5,40.0,33.5,86.0,28S alpha ribosomal RNA,<2C (LG1)
tmp.1.50,612.5,40.5,40.0,33.5,86.0,M1 ribosomal RNA,<2C (LG1)
tmp.1.60,612.5,40.5,40.0,33.5,86.0,28S beta ribosomal RNA,<2C (LG1)
tmp.1.70,612.5,40.5,40.0,33.5,86.0,M2 ribosomal RNA,<2C (LG1)
tmp.1.80,612.5,40.5,40.0,33.5,86.0,M6 ribosomal RNA,<2C (LG1)
tmp.1.90,612.5,40.5,40.0,33.5,86.0,M4 ribosomal RNA,<2C (LG1)
Tb927.1.3750,10796.0,9767.5,10114.0,10477.5,9876.5,hypothetical protein  conserved,<2C (LG1)
Tb927.1.3760,10849.0,11359.0,11436.0,11427.0,11193.5,hypothetical protein  conserved,S
Tb927.1.3800,612.5,3747.5,3410.0,2707.0,3021.0,Present in the outer mitochondrial membrane proteome 18,G1
Tb927.1.3810,2047.0,1180.5,1731.5,1572.5,505.0,hypothetical protein  conserved,<2C (LG1)
Tb927.1.3820,7481.0,2392.5,3649.5,4464.5,5332.5,ATP synthase subunit  putative,<2C (LG1)
Tb927.1.3830,1460.0,2457.0,1721.5,2085.0,1195.0,glucose-6-phosphate isomerase  glycosomal,G1
Tb927.1.3840,7455.5,7065.5,6587.5,6694.0,7396.5,hypothetical protein  conserved,<2C (LG1)
Tb927.1.3850,8060.0,5063.5,5102.5,5789.5,5135.5,Sec61beta family  putative,<2C (LG1)
Tb927.1.3860,11075.0,8433.5,9415.5,9103.5,8638.0,hypothetical protein  conserved,<2C (LG1)
Tb927.1.3880,10173.0,11461.0,11442.0,11491.0,11178.5,Fusaric acid resistance protein-like  putative,G2M
Tb927.1.3890,1460.0,3245.0,3420.5,3924.0,2884.5,hypothetical protein,G2M
Tb927.1.3910,5944.5,8020.5,9218.0,8652.5,6405.0,Anaphase-promoting complex subunit CDC23,S
Tb927.1.3940,10470.5,10708.5,10663.5,10545.0,9519.5,hypothetical protein  conserved,G1
Tb927.1.3950,4066.0,7310.0,7115.5,6827.0,7112.5,alanine aminotransferase,G1
Tb927.1.4010,9897.0,9626.0,10144.0,8900.0,7649.5,primase 2,S
Tb927.1.4020,3142.5,6992.5,5577.5,6955.0,6164.0,hypothetical protein,G1
Tb927.1.4040,5209.5,8440.0,7556.5,7350.0,8424.5,hypothetical protein  conserved,G1
Tb927.1.4050,11205.0,11021.5,11093.5,10911.0,10496.0,ser/thr protein phosphatase  putative,<2C (LG1)
Tb927.1.4100,6257.5,8287.5,8245.5,9060.0,8724.0,cytochrome oxidase subunit IV,G2M
Tb927.1.4140,6429.5,4348.5,4334.5,3307.0,4725.0,Bardet-Biedl syndrome 5 protein,<2C (LG1)
Tb927.1.4160,1460.0,877.0,1300.0,1665.0,1392.5,hypothetical protein  conserved,G2M
Tb927.1.4180,1460.0,3842.0,3344.0,4421.5,3760.5,leucine-rich repeat protein (LRRP)  putative,G2M
Tb927.1.4220,8157.0,7549.0,6929.5,7564.0,3169.5,Ydr279p protein family (RNase H2 complex component)  putative,<2C (LG1)
Tb927.1.4230,9855.5,9560.0,8692.5,9430.5,9689.0,hypothetical protein  conserved,<2C (LG1)
Tb927.1.4250,5320.5,9146.0,8060.5,7710.0,7816.0,hypothetical protein  conserved,G1
Tb927.1.4280,11496.5,10505.0,10402.5,10437.0,10962.0,hypothetical protein  conserved,<2C (LG1)
Tb927.1.4300,11007.0,7818.0,8489.5,8704.5,8237.5,chaperone protein DnaJ  putative,<2C (LG1)
Tb927.1.4310,1988.0,967.5,1388.5,1403.5,11059.0,Flagellum attachment zone protein 2,>4C (GG2M)
Tb927.1.4340,11154.5,10481.0,10023.0,10526.0,10676.0,hypothetical protein  conserved,<2C (LG1)
Tb927.1.4370,6624.0,8358.5,8261.5,7719.0,7268.5,Putative integral membrane protein conserved region (DUF2404)  putative,G1
Tb927.1.4380,9873.0,8846.5,9329.5,8762.0,8486.0,Putative integral membrane protein conserved region (DUF2404)  putative,<2C (LG1)
Tb927.1.4400,612.5,2422.5,1886.0,1713.0,1120.5,hypothetical protein  conserved,G1
Tb927.1.4410,5490.5,4373.5,5486.5,4183.0,4957.5,SUMO-interacting motif-containing protein,<2C (LG1)
Tb927.1.4420,9758.0,10797.0,10709.5,10768.0,10416.5,ABC transporter  putative,G1
Tb927.1.4450,10822.0,10455.0,10343.0,10013.0,9427.0,calcium-activated potassium channel  putative,<2C (LG1)
Tb927.1.4470,7734.0,7630.5,8676.5,7931.0,8169.0,hypothetical protein  conserved,S
Tb927.1.4480,5090.0,10295.5,10431.5,9726.5,9435.5,WD repeat and HMG-box DNA-binding protein  putative,S
Tb927.1.4490,3841.0,5530.5,5325.5,4674.0,3494.0,acetyltransferase  putative,G1
Tb927.1.4500,4569.0,2772.5,2630.0,2302.0,6690.0,SNARE associated Golgi protein  putative,>4C (GG2M)
Tb927.1.4520,9436.5,10032.5,10054.0,9803.0,8303.5,Zinc finger  C3HC4 type (RING finger)  putative,S
Tb927.1.4540,8790.0,7731.5,7108.0,7285.0,11051.0,cyclin-like F-box protein 1A,>4C (GG2M)
Tb927.1.4560,4721.0,2671.0,2300.0,2716.0,9830.5,cyclin-like F-box protein 1B,>4C (GG2M)
Tb927.1.4580,4849.5,3187.0,2987.0,3642.0,10314.0,cyclin-like F-box protein 1C,>4C (GG2M)
Tb927.1.4600,4608.5,2795.0,2621.5,2541.0,9319.0,cyclin-like F-box protein 1D,>4C (GG2M)
Tb927.1.4630,5530.5,3293.0,3323.5,3205.5,10407.5,cyclin-like F-box protein 1E,>4C (GG2M)
Tb927.1.4650,5534.0,2367.5,2522.5,3724.0,7313.0,cyclin-like F-box protein 2,>4C (GG2M)
Tb927.1.4680,6185.5,4624.0,4046.5,3616.5,8516.0,Kinetochore interacting protein 6,>4C (GG2M)
Tb927.1.4690,8595.0,9858.0,10007.0,9955.5,8662.0,Protein arginine N-methyltransferase 1 catalytic subunit,S
Tb927.1.4700,7892.5,8887.5,8441.0,8172.5,7988.0,hypothetical protein  conserved,G1
Tb927.1.4710,612.5,4127.0,3079.0,3635.0,1355.0,hypothetical protein  conserved,G1
Tb927.1.4720,10558.5,6984.0,7359.5,8126.5,8151.0,SET domain containing protein  putative,<2C (LG1)
Tb927.1.4730,8124.5,8149.5,7979.5,7776.5,6074.0,Ribonuclease H2 non-catalytic subunit (Ylr154p-like)  putative,G1
Tb927.1.4740,11011.0,10599.5,10939.5,10910.0,10897.5,FAM91 N-terminus/FAM91 C-terminus  putative,<2C (LG1)
Tb927.1.4760,9639.0,10312.0,9878.5,9942.0,8943.0,Vacuolar sorting protein 39 domain 1/Vacuolar sorting protein 39 domain 2  putative,G1
Tb927.1.4780,10366.0,7851.5,7532.5,7789.5,7880.5,Alpha/beta hydrolase domain-containing protein,<2C (LG1)
Tb927.1.4800,4721.0,6319.0,5670.5,8391.0,5983.0,hypothetical protein  conserved,G2M
Tb927.1.4810,2920.5,3201.0,3288.0,2907.5,5092.0,hypothetical protein  conserved (pseudogene),>4C (GG2M)
Tb927.1.4830,6990.0,1132.5,2598.5,3307.0,3970.0,phospholipase A1,<2C (LG1)
Tb927.1.4860,3957.5,1240.5,1164.0,1726.5,2734.0,expression site-associated gene 11 (ESAG11)  pseudogene,<2C (LG1)
Tb927.1.4870,5174.0,7897.5,7069.0,7809.5,5379.5,expression site-associated gene 1 (ESAG1) protein  putative,G1
Tb927.1.4890,3558.0,6363.5,6000.0,7040.5,6096.5,expression site-associated gene 2 (ESAG2) protein  putative,G2M
